Indicator,Year,Country ISO 3 code,Country,WHO region,World bank income group,Sex,Comments,Value Numeric,Value String,Value low,Value high
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,URY,Uruguay,Americas,High income,Male,,36.4,36.4 [30.3-42.5],30.3,42.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,URY,Uruguay,Americas,High income,Both sexes,,29.8,29.8 [24.7-34.9],24.7,34.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,URY,Uruguay,Americas,High income,Female,,25.1,25.1 [20.8-29.3],20.8,29.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,URY,Uruguay,Americas,High income,Male,,34.5,34.5 [28.5-40.5],28.5,40.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,URY,Uruguay,Americas,High income,Both sexes,,27.6,27.6 [22.8-32.3],22.8,32.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,URY,Uruguay,Americas,High income,Female,,23.3,23.3 [19.4-27.2],19.4,27.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,URY,Uruguay,Americas,High income,Male,,31.8,31.8 [26.3-37.3],26.3,37.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,URY,Uruguay,Americas,High income,Male,,28.1,28.1 [23.8-32.3],23.8,32.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,URY,Uruguay,Americas,High income,Both sexes,,24.4,24.4 [20.4-28.3],20.4,28.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,URY,Uruguay,Americas,High income,Female,,20.7,20.7 [17.0-24.4],17,24.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,URY,Uruguay,Americas,High income,Male,,24.7,24.7 [20.6-28.7],20.6,28.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,URY,Uruguay,Americas,High income,Female,,18.4,18.4 [15.1-21.7],15.1,21.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,URY,Uruguay,Americas,High income,Both sexes,,21.5,21.5 [17.9-25.2],17.9,25.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,URY,Uruguay,Americas,High income,Female,,18,18.0 [14.5-21.5],14.5,21.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,URY,Uruguay,Americas,High income,Both sexes,,21,21.0 [17.2-24.8],17.2,24.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,URY,Uruguay,Americas,High income,Male,,24,24.0 [19.9-28.2],19.9,28.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,URY,Uruguay,Americas,High income,Both sexes,The most recent survey was conducted in 2021. This is a projection.,20.5,20.5 [16.6-24.3],16.6,24.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,URY,Uruguay,Americas,High income,Female,The most recent survey was conducted in 2021. This is a projection.,17.5,17.5 [14.3-20.8],14.3,20.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,URY,Uruguay,Americas,High income,Male,The most recent survey was conducted in 2021. This is a projection.,23.4,23.4 [19.0-27.8],19,27.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,URY,Uruguay,Americas,High income,Male,The most recent survey was conducted in 2021. This is a projection.,21.8,21.8 [17.5-26.0],17.5,26
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,URY,Uruguay,Americas,High income,Both sexes,The most recent survey was conducted in 2021. This is a projection.,19.1,19.1 [15.3-22.8],15.3,22.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,URY,Uruguay,Americas,High income,Female,The most recent survey was conducted in 2021. This is a projection.,16.4,16.4 [13.2-19.5],13.2,19.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,URY,Uruguay,Americas,High income,Female,The most recent survey was conducted in 2021. This is a projection.,14.7,14.7 [11.7-17.6],11.7,17.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,URY,Uruguay,Americas,High income,Male,The most recent survey was conducted in 2021. This is a projection.,19.2,19.2 [15.3-23.1],15.3,23.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,URY,Uruguay,Americas,High income,Both sexes,The most recent survey was conducted in 2021. This is a projection.,16.9,16.9 [13.5-20.3],13.5,20.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,UZB,Uzbekistan,Europe,Lower middle income,Female,,1.4,1.4 [0.9-2.0],0.9,2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,UZB,Uzbekistan,Europe,Lower middle income,Male,,30.2,30.2 [21.2-39.1],21.2,39.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,UZB,Uzbekistan,Europe,Lower middle income,Both sexes,,15.8,15.8 [11.0-20.5],11,20.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,UZB,Uzbekistan,Europe,Lower middle income,Both sexes,,14.4,14.4 [10.7-18.1],10.7,18.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,UZB,Uzbekistan,Europe,Lower middle income,Female,,1.3,1.3 [0.9-1.7],0.9,1.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,UZB,Uzbekistan,Europe,Lower middle income,Male,,27.5,27.5 [20.4-34.6],20.4,34.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,UZB,Uzbekistan,Europe,Lower middle income,Female,,1.3,1.3 [0.8-1.7],0.8,1.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,UZB,Uzbekistan,Europe,Lower middle income,Male,,26.4,26.4 [20.7-32.1],20.7,32.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,UZB,Uzbekistan,Europe,Lower middle income,Both sexes,,13.8,13.8 [10.8-16.9],10.8,16.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,UZB,Uzbekistan,Europe,Lower middle income,Female,,1.2,1.2 [0.8-1.5],0.8,1.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,UZB,Uzbekistan,Europe,Lower middle income,Both sexes,,13.2,13.2 [10.2-16.1],10.2,16.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,UZB,Uzbekistan,Europe,Lower middle income,Male,,25.1,25.1 [19.6-30.6],19.6,30.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,UZB,Uzbekistan,Europe,Lower middle income,Female,,1.1,1.1 [0.7-1.5],0.7,1.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,UZB,Uzbekistan,Europe,Lower middle income,Both sexes,,12.1,12.1 [9.2-14.9],9.2,14.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,UZB,Uzbekistan,Europe,Lower middle income,Male,,23,23.0 [17.7-28.4],17.7,28.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,UZB,Uzbekistan,Europe,Lower middle income,Both sexes,The most recent survey was conducted in 2019. This is a projection.,11.1,11.1 [7.6-14.6],7.6,14.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,UZB,Uzbekistan,Europe,Lower middle income,Female,The most recent survey was conducted in 2019. This is a projection.,1,1.0 [0.6-1.4],0.6,1.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,UZB,Uzbekistan,Europe,Lower middle income,Male,The most recent survey was conducted in 2019. This is a projection.,21.2,21.2 [14.7-27.7],14.7,27.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,UZB,Uzbekistan,Europe,Lower middle income,Female,The most recent survey was conducted in 2019. This is a projection.,1,1.0 [0.6-1.4],0.6,1.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,UZB,Uzbekistan,Europe,Lower middle income,Male,The most recent survey was conducted in 2019. This is a projection.,20.9,20.9 [13.6-28.1],13.6,28.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,UZB,Uzbekistan,Europe,Lower middle income,Both sexes,The most recent survey was conducted in 2019. This is a projection.,10.9,10.9 [7.1-14.8],7.1,14.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,UZB,Uzbekistan,Europe,Lower middle income,Female,The most recent survey was conducted in 2019. This is a projection.,1,1.0 [0.6-1.4],0.6,1.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,UZB,Uzbekistan,Europe,Lower middle income,Male,The most recent survey was conducted in 2019. This is a projection.,20.5,20.5 [13.3-27.7],13.3,27.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,UZB,Uzbekistan,Europe,Lower middle income,Both sexes,The most recent survey was conducted in 2019. This is a projection.,10.7,10.7 [6.9-14.5],6.9,14.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,UZB,Uzbekistan,Europe,Lower middle income,Both sexes,The most recent survey was conducted in 2019. This is a projection.,10.3,10.3 [6.7-13.8],6.7,13.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,UZB,Uzbekistan,Europe,Lower middle income,Female,The most recent survey was conducted in 2019. This is a projection.,0.9,0.9 [0.5-1.4],0.5,1.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,UZB,Uzbekistan,Europe,Lower middle income,Male,The most recent survey was conducted in 2019. This is a projection.,19.6,19.6 [12.9-26.3],12.9,26.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,UZB,Uzbekistan,Europe,Lower middle income,Female,The most recent survey was conducted in 2019. This is a projection.,0.9,0.9 [0.4-1.4],0.4,1.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,UZB,Uzbekistan,Europe,Lower middle income,Both sexes,The most recent survey was conducted in 2019. This is a projection.,9.5,9.5 [5.3-13.7],5.3,13.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,UZB,Uzbekistan,Europe,Lower middle income,Male,The most recent survey was conducted in 2019. This is a projection.,18.1,18.1 [10.2-25.9],10.2,25.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,VNM,Viet Nam,Western Pacific,Lower middle income,Male,,54.6,54.6 [43.0-66.2],43,66.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,VNM,Viet Nam,Western Pacific,Lower middle income,Both sexes,,28.5,28.5 [22.4-34.5],22.4,34.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,VNM,Viet Nam,Western Pacific,Lower middle income,Female,,2.4,2.4 [1.8-2.9],1.8,2.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,VNM,Viet Nam,Western Pacific,Lower middle income,Male,,51.4,51.4 [42.6-60.2],42.6,60.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,VNM,Viet Nam,Western Pacific,Lower middle income,Both sexes,,26.7,26.7 [22.1-31.3],22.1,31.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,VNM,Viet Nam,Western Pacific,Lower middle income,Female,,1.9,1.9 [1.6-2.3],1.6,2.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,VNM,Viet Nam,Western Pacific,Lower middle income,Both sexes,,26,26.0 [21.6-30.5],21.6,30.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,VNM,Viet Nam,Western Pacific,Lower middle income,Female,,1.8,1.8 [1.5-2.1],1.5,2.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,VNM,Viet Nam,Western Pacific,Lower middle income,Male,,50.2,50.2 [41.6-58.9],41.6,58.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,VNM,Viet Nam,Western Pacific,Lower middle income,Both sexes,,25.1,25.1 [21.1-29.2],21.1,29.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,VNM,Viet Nam,Western Pacific,Lower middle income,Female,,1.6,1.6 [1.3-1.9],1.3,1.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,VNM,Viet Nam,Western Pacific,Lower middle income,Male,,48.7,48.7 [40.8-56.5],40.8,56.5
